"ID","endowment","locale","treatment","wave","start_time","end_time","participant_label","link"
1,5,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","de0e4103c6","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=de0e4103c6"
2,10,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","5726fe96ea","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=5726fe96ea"
3,15,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","5cbff58648","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=5cbff58648"
4,5,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","26c23de1d7","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=26c23de1d7"
5,10,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","934320fa59","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=934320fa59"
6,15,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","b16ce4c3ca","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=b16ce4c3ca"
7,5,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","6e6cfb1e3e","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=6e6cfb1e3e"
8,10,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","0b0a95e5de","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=0b0a95e5de"
9,15,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","2b239d7e1a","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=2b239d7e1a"
10,5,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","a9d55a8cd8","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=a9d55a8cd8"
11,10,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","0a4f314567","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=0a4f314567"
12,15,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","99700f7205","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=99700f7205"
13,5,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","8c4087dc27","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=8c4087dc27"
14,10,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","6596c4b14d","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=6596c4b14d"
15,15,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","e2b4446c33","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=e2b4446c33"
16,5,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","76fadf8a1e","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=76fadf8a1e"
17,10,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","ee6e0f0e53","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=ee6e0f0e53"
18,15,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","ac3c8f667b","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=ac3c8f667b"
19,5,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","5bac57ec34","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=5bac57ec34"
20,10,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","f0ff7119aa","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=f0ff7119aa"
21,15,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","9ed804de4d","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=9ed804de4d"
22,5,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","2076358268","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=2076358268"
23,10,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","5895da1e58","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=5895da1e58"
24,15,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","974da617c1","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=974da617c1"
25,5,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","43b040c1c4","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=43b040c1c4"
26,10,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","fdac9d8ca5","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=fdac9d8ca5"
27,15,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","f9ed73c091","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=f9ed73c091"
28,5,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","6ec8de5721","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=6ec8de5721"
29,10,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","43d1d9b66f","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=43d1d9b66f"
30,15,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","0be0ccd391","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=0be0ccd391"
31,5,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","4d09cf5803","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=4d09cf5803"
32,10,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","fbf0b2c5b2","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=fbf0b2c5b2"
33,15,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","26a7c854bf","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=26a7c854bf"
34,5,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","88295c9fc2","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=88295c9fc2"
35,10,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","7b5dc85204","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=7b5dc85204"
36,15,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","9c7807fdde","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=9c7807fdde"
37,5,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","5c5c0b4023","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=5c5c0b4023"
38,10,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","161e493dd5","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=161e493dd5"
39,15,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","30f0be98fe","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=30f0be98fe"
40,5,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","dfa660e6a4","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=dfa660e6a4"
41,10,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","c8756048de","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=c8756048de"
42,15,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","a617c7802e","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=a617c7802e"
43,5,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","423697141f","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=423697141f"
44,10,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","978e270f6d","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=978e270f6d"
45,15,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","09cdd31f30","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=09cdd31f30"
46,5,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","86619de975","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=86619de975"
47,10,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","2a46725cc5","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=2a46725cc5"
48,15,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","30c98c7184","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=30c98c7184"
49,5,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","bd6661b674","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=bd6661b674"
50,10,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","3c0722152c","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=3c0722152c"
51,15,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","5699be9d93","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=5699be9d93"
52,5,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","90c6966acf","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=90c6966acf"
53,10,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","6b5d8c392c","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=6b5d8c392c"
54,15,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","63f66ac7fc","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=63f66ac7fc"
55,5,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","32c8e96da2","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=32c8e96da2"
56,10,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","378b978d86","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=378b978d86"
57,15,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","06349dabe7","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=06349dabe7"
58,5,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","ffb645caf5","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=ffb645caf5"
59,10,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","bd47f473c5","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=bd47f473c5"
60,15,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","de368d8ee9","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=de368d8ee9"
61,5,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","1ef84708f0","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=1ef84708f0"
62,10,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","3ee24bbcf6","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=3ee24bbcf6"
63,15,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","ca2b592361","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=ca2b592361"
64,5,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","6bb02cbdd3","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=6bb02cbdd3"
65,10,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","df255fc65f","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=df255fc65f"
66,15,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","ebdcace046","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=ebdcace046"
67,5,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","8592d3e140","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=8592d3e140"
68,10,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","ec5e39d8fc","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=ec5e39d8fc"
69,15,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","9ea2aee144","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=9ea2aee144"
70,5,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","66f5bc17a5","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=66f5bc17a5"
71,10,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","dbb90dc040","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=dbb90dc040"
72,15,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","1d4829484e","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=1d4829484e"
73,5,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","0f30a604b0","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=0f30a604b0"
74,10,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","034bf8f827","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=034bf8f827"
75,15,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","f023d903ac","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=f023d903ac"
76,5,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","02655b9f31","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=02655b9f31"
77,10,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","da80d84b28","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=da80d84b28"
78,15,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","e681224fae","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=e681224fae"
79,5,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","32c8ab8c7c","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=32c8ab8c7c"
80,10,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","91ced0a7f3","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=91ced0a7f3"
81,15,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","346d733f8f","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=346d733f8f"
82,5,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","39ac130c33","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=39ac130c33"
83,10,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","77b1966fc3","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=77b1966fc3"
84,15,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","f280675eb4","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=f280675eb4"
85,5,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","6d765f4a2d","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=6d765f4a2d"
86,10,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","fe515ff445","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=fe515ff445"
87,15,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","123273eea5","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=123273eea5"
88,5,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","a3b56e8a96","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=a3b56e8a96"
89,10,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","709768013b","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=709768013b"
90,15,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","8abc04ec0e","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=8abc04ec0e"
91,5,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","71893ed8ae","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=71893ed8ae"
92,10,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","3ec1182c49","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=3ec1182c49"
93,15,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","a6b93f58cb","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=a6b93f58cb"
94,5,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","412f9f7aca","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=412f9f7aca"
95,10,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","5f1ccee7e5","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=5f1ccee7e5"
96,15,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","a40d78b174","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=a40d78b174"
97,5,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","79d53dea47","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=79d53dea47"
98,10,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","a11a0f2e21","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=a11a0f2e21"
99,15,"usa",1,5,"2020-09-29 04:01","2020-09-30 03:59","0247587eb9","https://w5.elicitingbeliefs.org/room/w5t1/?participant_label=0247587eb9"
